SMILES,CASRN,RECORDID,MOLECULEID,NAME,ARTICLEID,PAGE,TABLE,AMES,Dataset,Cell strain,S9 metabolic bioactivation,COMMENTS,INCHI_KEY
OCCNC1=CC=C(C=C1)N=NC1=CC=C(C=C1)N(CCO)CCO,-,R276949,M131100,-,A18726,-,-,inactive,Train,S. typhimurium,unspecified,-,KVNGDDJGBRCFHD-UHFFFAOYSA
CC1=CC=C(C=C1)C(C)(C)O,-,R276950,M32253,-,A18726,-,-,inactive,Train,S. typhimurium,unspecified,-,XLPDVYGDNRIQFV-UHFFFAOYSA
NC1=NC(NO)=C2N=CN(C3OC(CO)C(O)C3O)C2=N1,-,R276951,M131101,-,A18726,-,-,active,Train,S. typhimurium,unspecified,-,TUQQCMYCSWRQCO-UHFFFAOYSA
OS(=O)(=O)C1=CC=C(C=C1)N(=O)=O,-,R276952,M65780,-,A18726,-,-,inactive,Train,S. typhimurium,unspecified,-,SPXOTSHWBDUUMT-UHFFFAOYSA
CC(N)(CC1=CC=C(O)C(O)=C1)C(O)=O,-,R276953,M1390,-,A18726,-,-,inactive,Train,S. typhimurium,unspecified,-,CJCSPKMFHVPWAR-UHFFFAOYSA
ClCC1=CC=CC=N1,-,R276954,M31569,-,A18726,-,-,active,Train,S. typhimurium,unspecified,-,NJWIMFZLESWFIM-UHFFFAOYSA
O1C2C1C1=C3C(C=CC4=C3C=CC=C4)=CC3=C1C2=CC=C3,-,R276955,M131102,-,A18726,-,-,active,Train,S. typhimurium,unspecified,-,YJDMFDPMOCFIRI-UHFFFAOYSA
CC(=O)\C=C/C1=CC=CC=C1,-,R276956,M131103,-,A18726,-,-,active,Train,S. typhimurium,unspecified,-,BWHOZHOGCMHOBV-FPLPWBNLSA
CCC1=CC=CC=C1NC(=O)C1=CSC(=C1)N(=O)=O,-,R276957,M131104,-,A18726,-,-,active,Train,S. typhimurium,unspecified,-,QNHDNQYIEITLHU-UHFFFAOYSA
ClC1=CC=CC(=N1)C(Cl)(Cl)Cl,-,R276958,M1853,-,A18726,-,-,active,Train,S. typhimurium,unspecified,-,DCUJJWWUNKIJPH-UHFFFAOYSA
NC(=N)NC#N,-,R276959,M9102,-,A18726,-,-,active,Train,S. typhimurium,unspecified,-,QGBSISYHAICWAH-UHFFFAOYSA
CN(C)CCO,-,R276960,M18640,-,A18726,-,-,inactive,Train,S. typhimurium,unspecified,-,UEEJHVSXFDXPFK-UHFFFAOYSA
CCCCCOC1=CC=C(C=C1)N=O,-,R276961,M131105,-,A18726,-,-,active,Train,S. typhimurium,unspecified,-,KKTUEFLBKSWCII-UHFFFAOYSA
CC1=CC=C(NCCCl)C=C1,-,R276962,M120501,-,A18726,-,-,active,Train,S. typhimurium,unspecified,-,SIEAXQLZOYXGMS-UHFFFAOYSA
CC1=CC=CC=C1O,-,R276963,M9499,-,A18726,-,-,inactive,Train,S. typhimurium,unspecified,-,QWVGKYWNOKOFNN-UHFFFAOYSA
BrCC(Br)CCOP(=O)(OCCC(Br)CBr)OCCC(Br)CBr,-,R276964,M131106,-,A18726,-,-,inactive,Train,S. typhimurium,unspecified,-,XTMZLPXHFVUXSA-UHFFFAOYSA
COC1=CC=C2N=C3C4=CC=CC5=CC=CC(C3=CC2=C1)=C45,-,R276965,M131107,-,A18726,-,-,active,Train,S. typhimurium,unspecified,-,QELFRAMSIASYLB-UHFFFAOYSA
ClC(Cl)(Cl)C#N,-,R276966,M2238,-,A18726,-,-,active,Train,S. typhimurium,unspecified,-,DRUIESSIVFYOMK-UHFFFAOYSA
OC1=CC=CC2=C1C(=O)C=CC2=O,-,R276967,M20736,-,A18726,-,-,active,Train,S. typhimurium,unspecified,-,KQPYUDDGWXQXHS-UHFFFAOYSA
O=C1OC2=CC=C(C=C2C2=CC=CC=C12)N(=O)=O,-,R276968,M131108,-,A18726,-,-,active,Train,S. typhimurium,unspecified,-,NSXRBWUONVTXSK-UHFFFAOYSA
ClC1=CC=C(CN2C(\C=N\OCC3=CC=CC=C3N(=O)=O)=NC3=CC(=CC=C23)N(=O)=O)C(Cl)=C1,-,R276969,M131109,-,A18726,-,-,active,Train,S. typhimurium,unspecified,-,ZLFQPJMNTQAMSX-OPEKNORGSA
C[C@H]1O[C@H]1C,-,R276970,M57105,-,A18726,-,-,active,Train,S. typhimurium,unspecified,-,PQXKWPLDPFFDJP-ZXZARUISSA
N[C@H](CC1=CC=C(C=C1)N(CCCl)CCCl)C(O)=O,-,R276971,M10330,-,A18726,-,-,active,Train,S. typhimurium,unspecified,-,SGDBTWWWUNNDEQ-GFCCVEGCSA
C[C@@H](O)C1=CC=C2C=CC3=C4C(C=CC1=C24)=CC=C3,-,R276972,M120990,-,A18726,-,-,active,Train,S. typhimurium,unspecified,-,LFCWFVPSUMBNQM-LLVKDONJSA
OC1=NC=C(F)C(O)=N1,-,R276973,M3204,-,A18726,-,-,inactive,Train,S. typhimurium,unspecified,-,GHASVSINZRGABV-UHFFFAOYSA
OC(=O)C1=CC=C(Cl)C=C1Cl,-,R276874,M16979,-,A18726,-,-,inactive,Train,S. typhimurium,unspecified,-,ATCRIUVQKHMXSH-UHFFFAOYSA
CC(=O)NC1=CC=C2C(CC3=CC(NC(C)=O)=CC=C23)=C1,-,R276875,M65992,-,A18726,-,-,active,Train,S. typhimurium,unspecified,-,XBZBRCVCSVLJJZ-UHFFFAOYSA
CN(C)C1=CC=C(C=C1)C1CC2(C)C(CCC2(O)\C=C\CO)C2CCC3=CC(=O)CCC3=C12,-,R276876,M131079,-,A18726,-,-,inactive,Train,S. typhimurium,unspecified,-,RCOWGILQXUPXEW-LNKIKWGQSA
CN1C(N)=NC2=C1C(C)=CC1=NC=C(C)N=C21,-,R276877,M107676,-,A18726,-,-,active,Train,S. typhimurium,unspecified,-,LAZSIJHHPMHKQI-UHFFFAOYSA
CC(C)CC(NC(=O)COC1=CC=C(Cl)C=C1Cl)C(O)=O,-,R276878,M131080,-,A18726,-,-,inactive,Train,S. typhimurium,unspecified,-,ZPMLYWHLVRJLLM-UHFFFAOYSA
CC1=CC=C(O)C(N)=C1,-,R276879,M18153,-,A18726,-,-,active,Train,S. typhimurium,unspecified,-,ZMXYNJXDULEQCK-UHFFFAOYSA
ClCC1=CC(=O)OC1,-,R276880,M120149,-,A18726,-,-,active,Train,S. typhimurium,unspecified,-,CTCZZJWSQSZQPN-UHFFFAOYSA
NC1=CC=C(C=C1)C1=CC(Cl)=C(N)C(Cl)=C1,-,R276881,M120656,-,A18726,-,-,active,Train,S. typhimurium,unspecified,-,BFIXSNRLSBRJQT-UHFFFAOYSA
COC1(CCC(C)COC2OC(CO)C(O)C(O)C2O)OC2CC3C4CC=C5CC(CCC5(C)C4CCC3(C)C2C1C)OC1OC(CO)C(O)C(OC2OC(CO)C(O)C(O)C2O)C1OC1OC(C)C(O)C(O)C1O,-,R276882,M131081,-,A18726,-,-,inactive,Train,S. typhimurium,unspecified,-,LOSNTJHBTWBJCC-UHFFFAOYSA
COC1=CC(N=NC2=CC=C(N)C=C2)=C(C)C=C1N=NC1=C(O)C2=C(C=CC(N)=C2)C=C1S(O)(=O)=O,-,R276883,M120414,-,A18726,-,-,active,Train,S. typhimurium,unspecified,-,XEOHZCPNNCIHDP-UHFFFAOYSA
CCOC(=O)N(CCOC(C)=O)N=O,-,R276884,M119842,-,A18726,-,-,active,Train,S. typhimurium,unspecified,-,ZUPMZPDNCIDBJG-UHFFFAOYSA
NC1=C(Cl)C=C(C=C1N(=O)=O)N(=O)=O,-,R276885,M6167,-,A18726,-,-,active,Train,S. typhimurium,unspecified,-,LHRIICYSGQGXSX-UHFFFAOYSA
CC1=CC2=C3C(C=CC4=C3C1=CC=C4)=C1C=CC=CC1=C2,-,R276886,M120276,-,A18726,-,-,active,Train,S. typhimurium,unspecified,-,VYWXLKZSEDZSCA-UHFFFAOYSA
CCOC1=CC=CC=C1N,-,R276887,M18117,-,A18726,-,-,inactive,Train,S. typhimurium,unspecified,-,ULHFFAFDSSHFDA-UHFFFAOYSA
CCOP(=O)(OCC)O\C(=C/Br)C1=CC=C(Cl)C=C1Cl,-,R276888,M131082,-,A18726,-,-,inactive,Train,S. typhimurium,unspecified,-,ORDKAVSHIKNMAN-WQLSENKSSA
O=C1NCCN1C1=NC=CS1,-,R276889,M131083,-,A18726,-,-,active,Train,S. typhimurium,unspecified,-,OQEJNPNAYASGQD-UHFFFAOYSA
CC1C2C(CC3C4CC=C5CC(CCC5(C)C4CCC23C)OC2OC(CO)C(O)C(OC3OC(CO)C(O)C(O)C3O)C2OC2OC(C)C(O)C(O)C2O)OC11CCC(C)CO1,-,R276890,M131084,-,A18726,-,-,inactive,Train,S. typhimurium,unspecified,-,YQEMAEKYNNOCBY-UHFFFAOYSA
OC1C(O)C2=C(Cl)C3=C(C=CC=C3)C=C2C2=CC=CC=C12,-,R276891,M131085,-,A18726,-,-,inactive,Train,S. typhimurium,unspecified,-,FSGXIQYJEFODSW-UHFFFAOYSA
OC1=CC2=C3C(C=CC4=C3C1=C(C=C4)N(=O)=O)=CC=C2,-,R276892,M131086,-,A18726,-,-,active,Train,S. typhimurium,unspecified,-,ISTXQGWVNRUWBU-UHFFFAOYSA
ClC1=CC2=C(SN=C2C(Cl)=C1)\N=C\C1=CC=C(C=C1)N(=O)=O,-,R276893,M131087,-,A18726,-,-,active,Train,S. typhimurium,unspecified,-,INNIBGPGOXMQBB-REZTVBANSA
OCC1=C(C=CC=C1N(=O)=O)N(=O)=O,-,R276894,M131088,-,A18726,-,-,inactive,Train,S. typhimurium,unspecified,-,JOFAFRXWWUXIEE-UHFFFAOYSA
N#CC(C#N)=C(C#N)C#N,-,R276895,M23215,-,A18726,-,-,inactive,Train,S. typhimurium,unspecified,-,NLDYACGHTUPAQU-UHFFFAOYSA
CCN1C=C(C(O)=O)C(=O)C2=CC(F)=C(N3CCNC(C)C3)C(F)=C12,-,R276896,M14059,-,A18726,-,-,active,Train,S. typhimurium,unspecified,-,ZEKZLJVOYLTDKK-UHFFFAOYSA
C\C1=C\CCC(=C)[C@@H]2CC(C)(C)[C@@H]2CC1,-,R276897,M131089,-,A18726,-,-,inactive,Train,S. typhimurium,unspecified,-,NPNUFJAVOOONJE-ULKYWBSGSA
OC1C(O)C2=C3C(C=CC4=C3C1=CC=C4)=CC1=C2C=CC=C1,-,R276898,M131090,-,A18726,-,-,active,Train,S. typhimurium,unspecified,-,SGHZUKBSLLOHPU-UHFFFAOYSA
CCOP(=S)(OCC)OCCSCC,-,R276899,M19852,-,A18726,-,-,active,Train,S. typhimurium,unspecified,-,DGLIBALSRMUQDD-UHFFFAOYSA
NC1=CC=C(N=NC2=CC(=CC=C2)N=NC2=CC=C(N)C=C2N)C(N)=C1,-,R276900,M119954,-,A18726,-,-,active,Train,S. typhimurium,unspecified,-,BDFZFGDTHFGWRQ-UHFFFAOYSA
CC(=O)C(Cl)(Cl)Cl,-,R276901,M23955,-,A18726,-,-,active,Train,S. typhimurium,unspecified,-,SMZHKGXSEAGRTI-UHFFFAOYSA
CC1=CC(O)=C(C=C1SC1=CC(=C(O)C=C1C)C(C)(C)C)C(C)(C)C,-,R276902,M18183,-,A18726,-,-,inactive,Train,S. typhimurium,unspecified,-,HXIQYSLFEXIOAV-UHFFFAOYSA
NC1C2=CC=CC=C2C2=CC=CC=C12,-,R276903,M120574,-,A18726,-,-,inactive,Train,S. typhimurium,unspecified,-,OUGMRQJTULXVDC-UHFFFAOYSA
CC1=CNC=N1,-,R276904,M23727,-,A18726,-,-,inactive,Train,S. typhimurium,unspecified,-,XLSZMDLNRCVEIJ-UHFFFAOYSA
CCCC[C@@H](CC)CN,-,R276905,M121196,-,A18726,-,-,inactive,Train,S. typhimurium,unspecified,-,LTHNHFOGQMKPOV-MRVPVSSYSA
C([C@H]1CO1)C1=CC=C(CC2=CC=CC=C2)C=C1,-,R276906,M121419,-,A18726,-,-,active,Train,S. typhimurium,unspecified,-,JHDDLRQGAQCYKB-INIZCTEOSA
NS(=O)(=O)C1=CC2=C(NC=NS2(=O)=O)C=C1Cl,-,R276907,M4884,-,A18726,-,-,inactive,Train,S. typhimurium,unspecified,-,JBMKAUGHUNFTOL-UHFFFAOYSA
O1[C@@H]2[C@H]1C1=C(C3=CC=CC=C23)C2=C(C=CC=C2)C2=C1C=CC=C2,-,R276908,M121058,-,A18726,-,-,active,Train,S. typhimurium,unspecified,-,AZMBGVSQXIPCMQ-FCHUYYIVSA
CC1(C)[C@@H]2CC[C@@H](C2)C1=C,-,R276909,M50744,-,A18726,-,-,inactive,Train,S. typhimurium,unspecified,-,CRPUJAZIXJMDBK-DTWKUNHWSA
CC(C)[C@@H]1CC[C@@H](C)CC1=O,-,R276910,M7268,-,A18726,-,-,active,Train,S. typhimurium,unspecified,-,NFLGAXVYCFJBMK-BDAKNGLRSA
CC(=O)NC1=CC=C2C=CC=NC2=C1,-,R276911,M38366,-,A18726,-,-,active,Train,S. typhimurium,unspecified,-,MWWLXWJCCZTCCQ-UHFFFAOYSA
O[C@@H]1CC2=CC3=C4C(C=CC5=C4C2=C1C=C5)=CC=C3,-,R276912,M121416,-,A18726,-,-,active,Train,S. typhimurium,unspecified,-,PRQSBOQMCBPXTR-OAHLLOKOSA
CC(C)CC[C@@H](C)NC1=CC=C(N[C@H](C)CCC(C)C)C=C1,-,R276913,M121173,-,A18726,-,-,inactive,Train,S. typhimurium,unspecified,-,ZJNLYGOUHDJHMG-QZTJIDSGSA
CC(=O)NC1=C2C=C(Cl)C=CC2=NS1,-,R276914,M131091,-,A18726,-,-,active,Train,S. typhimurium,unspecified,-,NDQCLZBDMKRDBW-UHFFFAOYSA
OC(=O)C1=CC(Cl)=CC(Cl)=C1,-,R276915,M16997,-,A18726,-,-,inactive,Train,S. typhimurium,unspecified,-,CXKCZFDUOYMOOP-UHFFFAOYSA
ClC(=C)C=C,-,R276916,M19268,-,A18726,-,-,inactive,Train,S. typhimurium,unspecified,-,YACLQRRMGMJLJV-UHFFFAOYSA
CC1=CC=C(C=C1)S(=O)(=O)OCC1CO1,-,R276917,M131092,-,A18726,-,-,active,Train,S. typhimurium,unspecified,-,NOQXXYIGRPAZJC-UHFFFAOYSA
C\C(\C=C\C=C(/C)\C=C\C1=C(C)C(=O)CCC1(C)C)=C/C=C/C=C(\C)/C=C/C=C(\C)/C=C/C1=C(C)C(=O)CCC1(C)C,-,R276918,M56073,-,A18726,-,-,inactive,Train,S. typhimurium,unspecified,-,FDSDTBUPSURDBL-DKLMTRRASA
CC1=CC=C(C=C1N(=O)=O)N=[N+](O)C1=CC=C(C)C(=C1)N(=O)=O,-,R276919,M131093,-,A18726,-,-,inactive,Train,S. typhimurium,unspecified,-,JKKFTYAYLYOEIE-UHFFFAOYSA
NC1=CC=C(C=C1)C1=CC=C(C=C1)C1=CC=C(C=C1)C1=CC=C(N)C=C1,-,R276920,M131094,-,A18726,-,-,inactive,Train,S. typhimurium,unspecified,-,JZIAOTUERDUSJC-UHFFFAOYSA
CS(=O)(=O)OCCCNCCCOS(C)(=O)=O,-,R276921,M28263,-,A18726,-,-,active,Train,S. typhimurium,unspecified,-,DBIGHPPNXATHOF-UHFFFAOYSA
COC1=NSC2=C1C=C(C=C2)N(=O)=O,-,R276922,M131095,-,A18726,-,-,active,Train,S. typhimurium,unspecified,-,LMEVWYJONLGKSE-UHFFFAOYSA
C=CC=C,-,R276923,M5424,-,A18726,-,-,active,Train,S. typhimurium,unspecified,-,KAKZBPTYRLMSJV-UHFFFAOYSA
CN1SC(Cl)=CC1=O,-,R276824,M1958,-,A18726,-,-,active,Train,S. typhimurium,unspecified,-,DHNRXBZYEKSXIM-UHFFFAOYSA
ClC1=CC=CC(Br)=C1,-,R276825,M5218,-,A18726,-,-,inactive,Train,S. typhimurium,unspecified,-,JRGGUPZKKTVKOV-UHFFFAOYSA
CC(C)C1=CC=CC=C1,-,R276826,M10091,-,A18726,-,-,inactive,Train,S. typhimurium,unspecified,-,RWGFKTVRMDUZSP-UHFFFAOYSA
NC(=O)C=C,-,R276827,M4027,-,A18726,-,-,inactive,Train,S. typhimurium,unspecified,-,HRPVXLWXLXDGHG-UHFFFAOYSA
FC(F)(F)C1=CC=C(Cl)C(=C1)N(=O)=O,-,R276828,M10891,-,A18726,-,-,inactive,Train,S. typhimurium,unspecified,-,TZGFQIXRVUHDLE-UHFFFAOYSA
CC1NC(CC2=C1NC1=C2C=CC=C1)C(O)=O,-,R276829,M131066,-,A18726,-,-,inactive,Train,S. typhimurium,unspecified,-,ZUPHXNBLQCSEIA-UHFFFAOYSA
CC1=NC2=C(S1)C=CC=C2,-,R276830,M19061,-,A18726,-,-,inactive,Train,S. typhimurium,unspecified,-,DXYYSGDWQCSKKO-UHFFFAOYSA
O=NN1CCSC1,-,R276831,M120734,-,A18726,-,-,active,Train,S. typhimurium,unspecified,-,PROHBUGJUQHONA-UHFFFAOYSA
CC12OC1C1CCCCC1C1=CC=CC=C21,-,R276832,M131067,-,A18726,-,-,inactive,Train,S. typhimurium,unspecified,-,OUJHLCLNYZHJJN-UHFFFAOYSA
CCCCOC1=CC2=C(CCC2=O)C2=C1C1=C(C=CC=C1)C=C2,-,R276833,M120783,-,A18726,-,-,inactive,Train,S. typhimurium,unspecified,-,SFTCHTGYEXRTRN-UHFFFAOYSA
OC[C@H]1O[C@H]([C@H](O)[C@@H]1O)N(N=O)C1=CC=C(C=C1)N(=O)=O,-,R276834,M120078,-,A18726,-,-,active,Train,S. typhimurium,unspecified,-,ZTPMMIONZIAWQB-GWOFURMSSA
Cl[C@@H]1CO1,-,R276835,M119790,-,A18726,-,-,active,Train,S. typhimurium,unspecified,-,WBNCHVFLFSFIGK-REOHCLBHSA
NC1=CC=C(\C=C\C2=CC=C(N)C=C2)C=C1,-,R276836,M5734,-,A18726,-,-,active,Train,S. typhimurium,unspecified,-,KOGDFDWINXIWHI-OWOJBTEDSA
CC(C)NC1=NC(N)=NC(Cl)=N1,-,R276837,M30967,-,A18726,-,-,inactive,Train,S. typhimurium,unspecified,-,DFWFIQKMSFGDCQ-UHFFFAOYSA
CC[C@@H](C)COC(=O)\C=C\C1=CC=C(C=C1)\N=C\C1=CC=C(OC)C=C1,-,R276838,M120981,-,A18726,-,-,active,Train,S. typhimurium,unspecified,-,FKZXVOQEYXOXAD-PKNPZCFESA
O=N(=O)C1=CC=CC2=C1N=CC=C2,-,R276839,M8160,-,A18726,-,-,active,Train,S. typhimurium,unspecified,-,OQHHSGRZCKGLCY-UHFFFAOYSA
OC1C=CC2=NC=CC=C2C1O,-,R276840,M131068,-,A18726,-,-,inactive,Train,S. typhimurium,unspecified,-,RXMLUIZBBRMXFQ-UHFFFAOYSA
CC1=CC=C2N=CC=CC2=C1,-,R276841,M6494,-,A18726,-,-,active,Train,S. typhimurium,unspecified,-,LUYISICIYVKBTA-UHFFFAOYSA
C1OC11CCCCC1,-,R276842,M120303,-,A18726,-,-,inactive,Train,S. typhimurium,unspecified,-,VUEWYZJJYGPJDC-UHFFFAOYSA
C1CC[C@@H]2O[C@@H]2C1,-,R276843,M121026,-,A18726,-,-,active,Train,S. typhimurium,unspecified,-,ZWAJLVLEBYIOTI-OLQVQODUSA
CC1=CC(C)=CC(C)=C1,-,R276844,M484,-,A18726,-,-,inactive,Train,S. typhimurium,unspecified,-,AUHZEENZYGFFBQ-UHFFFAOYSA
ClC1=CC=CC=C1N(=O)=O,-,R276845,M719,-,A18726,-,-,active,Train,S. typhimurium,unspecified,-,BFCFYVKQTRLZHA-UHFFFAOYSA
CC1=C2C=CC3=CC=CC4=C3C2=C(C=C4)C2=C1C=CC=C2,-,R276846,M26749,-,A18726,-,-,active,Train,S. typhimurium,unspecified,-,YFYHJNJCAGHSFA-UHFFFAOYSA
COP(=S)(OC)SCN1N=NC2=CC=CC=C2C1=O,-,R276847,M1397,-,A18726,-,-,active,Train,S. typhimurium,unspecified,-,CJJOSEISRRTUQB-UHFFFAOYSA
OC(=O)CN(CC(O)=O)N=O,-,R276848,M120380,-,A18726,-,-,active,Train,S. typhimurium,unspecified,-,XLYVHYXTFHZCNY-UHFFFAOYSA
O=N(=O)C1=CC2=C3C(C=CC4=CC(=CC(C=C2)=C34)N(=O)=O)=C1,-,R276849,M131069,-,A18726,-,-,active,Train,S. typhimurium,unspecified,-,UTESMPAHZRAKMZ-UHFFFAOYSA
COC(=O)C(=C\C1=CC=CO1)\N(=O)=O,-,R276850,M54791,-,A18726,-,-,inactive,Train,S. typhimurium,unspecified,-,ZUEPECDFMFZCNG-ALCCZGGFSA
CC(=O)NNC(=O)C1=CC=CC=N1,-,R276851,M34192,-,A18726,-,-,inactive,Train,S. typhimurium,unspecified,-,FDJAMXYLIRPRIS-UHFFFAOYSA
ClC1C(=O)NC(=O)C1=C(Cl)Cl,-,R276852,M131070,-,A18726,-,-,active,Train,S. typhimurium,unspecified,-,GUWJHDWPNSUUCW-UHFFFAOYSA
CN1C(N)=NC2=C1C=CC1=NC=C(C)N=C21,-,R276853,M2309,-,A18726,-,-,active,Train,S. typhimurium,unspecified,-,DVCCCQNKIYNAKB-UHFFFAOYSA
FC1=CC=CC2=C1C1=C(C=C2)N=CC=C1,-,R276854,M131071,-,A18726,-,-,active,Train,S. typhimurium,unspecified,-,SVLCSORBWPAQML-UHFFFAOYSA
CC(=O)C1(O)CC(O)C2=C(O)C3=C(C(O)=C2C1)C(=O)C1=CC=CC(O)=C1C3=O,-,R276855,M131072,-,A18726,-,-,active,Train,S. typhimurium,unspecified,-,XYDJGVROLWFENK-UHFFFAOYSA
CC(C)COC(=O)C(=C)C#N,-,R276856,M24424,-,A18726,-,-,inactive,Train,S. typhimurium,unspecified,-,QRWOVIRDHQJFDB-UHFFFAOYSA
CC(=O)OCC1=CC=C(C=C1)N(=O)=O,-,R276857,M22619,-,A18726,-,-,active,Train,S. typhimurium,unspecified,-,QNXQLPUEZYZYFC-UHFFFAOYSA
CC(=O)O[C@H]1[C@H](O)[C@@H]2O[C@H]3C=C(C)C(=O)[C@H](O)[C@@]3(CO)[C@@]1(C)[C@@]21CO1,-,R276858,M121137,-,A18726,-,-,inactive,Train,S. typhimurium,unspecified,-,XGCUCFKWVIWWNW-AWIJVURKSA
O=C(NC1=CC=CC=C1)C1CO1,-,R276859,M131073,-,A18726,-,-,active,Train,S. typhimurium,unspecified,-,SVTVTMBNDSAORT-UHFFFAOYSA
CC1=CC[C@H]2[C@H](C1)[C@H](CC=C2C)C(C)(C)C,-,R276860,M131074,-,A18726,-,-,inactive,Train,S. typhimurium,unspecified,-,ZODNNUZAXFSELR-ILXRZTDVSA
COC(=O)[C@]12O[C@@]1(C)[C@@](C)(O)NC2=O,-,R276861,M120921,-,A18726,-,-,active,Train,S. typhimurium,unspecified,-,CVBAQIXFRBFEAQ-RNJXMRFFSA
O=N(=O)C1=CC=C2C3=C4C(C=CC=C4C4=C2C1=CC=C4)=CC=C3,-,R276862,M131075,-,A18726,-,-,active,Train,S. typhimurium,unspecified,-,QZJXXFWGAGHMGG-UHFFFAOYSA
CN1C=NC(=C1SC1=C2N=CN=C2N=CN1)N(=O)=O,-,R276863,M6271,-,A18726,-,-,active,Train,S. typhimurium,unspecified,-,LMEKQMALGUDUQG-UHFFFAOYSA
CCC1=CC=CC(CC)=C1NC(C)=O,-,R276864,M33926,-,A18726,-,-,inactive,Train,S. typhimurium,unspecified,-,SNPZDXACCGIJNK-UHFFFAOYSA
NC1=NC(=O)N(C=C1)[C@H]1O[C@@H](COP(O)(O)=O)[C@H](O)[C@H]1O,-,R276865,M121171,-,A18726,-,-,inactive,Train,S. typhimurium,unspecified,-,IERHLVCPSMICTF-JPCMASIJSA
O=N(=O)C1=C(N=CN1)C1=CC=CC=C1,-,R276866,M131076,-,A18726,-,-,active,Train,S. typhimurium,unspecified,-,IYLDMQGTZVDXLH-UHFFFAOYSA
CCCC(=O)OCCC(C)C,-,R276867,M18566,-,A18726,-,-,inactive,Train,S. typhimurium,unspecified,-,PQLMXFQTAMDXIZ-UHFFFAOYSA
CN(C)C1=CC=C(C=C1)N=NC1=CC=CC=C1C(O)=O,-,R276868,M20851,-,A18726,-,-,active,Train,S. typhimurium,unspecified,-,CEQFOVLGLXCDCX-UHFFFAOYSA
OS(=O)(=O)C1=CC=C(C=C1N(=O)=O)N(=O)=O,-,R276869,M17899,-,A18726,-,-,inactive,Train,S. typhimurium,unspecified,-,OVOJUAKDTOOXRF-UHFFFAOYSA
CCOCN1C=C(F)C(=O)N(C(=O)C2=CC=CC(=C2)C(=O)OC2=NC(OC(=O)C3=CC=CC=C3)=CC=C2C#N)C1=O,-,R276870,M131077,-,A18726,-,-,inactive,Train,S. typhimurium,unspecified,-,WTSKMKRYHATLLL-UHFFFAOYSA
ClC(Cl)=C(Cl)C=O,-,R276871,M120486,-,A18726,-,-,active,Train,S. typhimurium,unspecified,-,ZLWJEEVJKLGSRT-UHFFFAOYSA
NC(=O)N\N=C\C(O)=O,-,R276872,M68148,-,A18726,-,-,inactive,Train,S. typhimurium,unspecified,-,QZSYGBNBQHRGKK-ORCRQEGFSA
FC1=CN=C2C=CC3=C(C=CC=C3)C2=C1,-,R276873,M131078,-,A18726,-,-,active,Train,S. typhimurium,unspecified,-,QLVVFCDIRRCTND-UHFFFAOYSA
CC(=O)C1=CC=C2NC3=C(C2=C1)C(C)=C(C=C3C)N(=O)=O,-,R276774,M131053,-,A18726,-,-,active,Train,S. typhimurium,unspecified,-,VDVHPWXBFXZQGI-UHFFFAOYSA
Cl\C=C(\Cl)SCC1=CC=CC=C1,-,R276775,M120824,-,A18726,-,-,active,Train,S. typhimurium,unspecified,-,GRWSOMTVEZZLOU-TWGQIWQCSA
COC(=O)C(Cl)Cl,-,R276776,M18932,-,A18726,-,-,active,Train,S. typhimurium,unspecified,-,HKMLRUAPIDAGIE-UHFFFAOYSA
COC1=CC(=CC=C1N(=O)=O)N=NC1=CC=CC=C1,-,R276777,M119737,-,A18726,-,-,active,Train,S. typhimurium,unspecified,-,OWYKQTDOYDDHKU-UHFFFAOYSA
CCCCNC(=O)N1C(NC(=O)OC)=NC2=C1C=CC=C2,-,R276778,M9760,-,A18726,-,-,inactive,Train,S. typhimurium,unspecified,-,RIOXQFHNBCKOKP-UHFFFAOYSA
COC1=CC=C2N=C(N)SC2=C1,-,R276779,M25697,-,A18726,-,-,active,Train,S. typhimurium,unspecified,-,KZHGPDSVHSDCMX-UHFFFAOYSA
NC(=O)N(CCO)N=O,-,R276780,M33059,-,A18726,-,-,active,Train,S. typhimurium,unspecified,-,IVEXWRHLJIZLHF-UHFFFAOYSA
CC1=CC(=O)OC2=CC3=C(C=C12)C1(C)OOC1(C)O3,-,R276781,M14767,-,A18726,-,-,active,Train,S. typhimurium,unspecified,-,CBRSQTHEDKOXCT-UHFFFAOYSA
O=N(=O)C1=CC=C2C(=C1)C1=C(C=CC=C1)C=C2N(=O)=O,-,R276782,M76140,-,A18726,-,-,active,Train,S. typhimurium,unspecified,-,DQBMGNWHYUFBJA-UHFFFAOYSA
COC1=CC2=C3C(CC4=CC5=C(OCO5)C=C4C3=C1O)N(C)CC2,-,R276783,M131054,-,A18726,-,-,inactive,Train,S. typhimurium,unspecified,-,ZMNSHBTYBQNBPV-UHFFFAOYSA
CCCCCCCC(=O)NC1=C2C=CC=CC2=NS1,-,R276784,M131055,-,A18726,-,-,inactive,Train,S. typhimurium,unspecified,-,JCMYZZPPHSHZQD-UHFFFAOYSA
COC1=CC=C(O)C2=C1OC1=C3C4CCOC4OC3=CC(OC)=C1C2=O,-,R276785,M131056,-,A18726,-,-,inactive,Train,S. typhimurium,unspecified,-,RCUCNKLTNYOKIJ-UHFFFAOYSA
